s0-9i,s10-19i,s20-29i,s30-39i,s40-49i,s50-59i,s60-69i,s70-79i,v0-9i,v10-19i,v20-29i,v30-39i,v40-49i,v50-59i,v60-69i,v70-79i,s0-9,s10-19,s20-29,s30-39,s40-49,s50-59,s60-69,s70-79,v0-9,v10-19,v20-29,v30-39,v40-49,v50-59,v60-69,v70-79,kl_div
-0.22009994487235615,0.27247437292358656,1.0,0.9666400252423072,0.04415554743103984,-0.7872505013467558,-0.1542779505475666,-0.26779243533662167,-0.006631490454560767,-0.12958621214530727,1.0,0.20982914048900905,-1.1616070132346652,0.0809420721633368,-0.40414342077214377,-1.09978004863261,-1.6131687995540835,-0.7744014817518915,1.0,0.09713760926256976,0.43393132557969655,0.45723179107388234,0.4961265860027603,0.5431042653572614,1.543555609143866,-0.914366198503465,1.0,0.014988592273242504,-16.836584734489072,0.7259743912305354,0.9273137247568605,1.217604695582279,0.31678497491179425
-0.28874559149831075,-1.0422508182132575,1.0,-0.07599527228841778,0.40020869753417593,-1.1887222278604517,-1.7560689206695956,0.17350108831103864,-0.15774711234076658,1.02096869555789,1.0,0.2511161874256179,0.36508200500701343,-0.5846263521104861,-0.7591214981929202,-0.8222294790356102,-1.6130317415268223,-0.7742403543378026,1.0,0.09720197397964772,0.4339668551735461,0.45725693994541067,0.49619600159396626,0.543200392718453,1.5431773764799572,-0.9155554446397219,1.0,0.014727554345662806,-17.626517992205827,0.725903859470306,0.9270509163934162,1.2173519229151593,0.3167849763605386
0.23325922920358788,-0.3856183335718979,1.0,-0.33085887844206524,-0.03125762651485884,0.5426995936996577,-0.20900303089827757,0.2877449403808049,0.10143722279856333,-0.46419547497999547,1.0,0.04019334878771615,0.3563006003362491,-1.4394802620611047,-0.2752251934710527,0.8054657911794986,-1.6136713331292716,-0.7741094525220653,1.0,0.0970437867696782,0.4338406898098646,0.4571488989671291,0.49600594414643695,0.542974139275165,1.5447355358004011,-0.9174709857238659,1.0,0.015211366781025559,-11.431081177535603,0.726268814478393,0.9275697172270813,1.2179283076737666,0.3167850477777697
-0.8937077195607278,0.4191976868704405,1.0,0.5156691408402321,-0.05878609603415138,-0.6128761935087603,-0.09306425355846788,0.1758723931322285,-0.022154732489888977,-0.8721398689434232,1.0,0.4843939556153676,-1.0429093552904347,-0.5695466484819075,-0.9862446612733657,-0.6386313066136171,-1.6133412261454247,-0.7747702728837675,1.0,0.09704601971222399,0.43380205737709054,0.45711599819983517,0.49595581883416406,0.5429768699863879,1.543894944157796,-0.9115225947585115,1.0,0.015338432391768386,-11.175978078923432,0.7262806288784868,0.9277790209889201,1.2179287229511508,0.31678506250201854
0.35901411148201423,1.0417299148731665,1.0,0.29079623773281676,-1.5158978225539026,-0.006154243775663164,0.6914998579664374,0.9266460258080543,0.5172485767019392,-0.1083843731630766,1.0,-0.19932793172933147,0.43717631871360985,-0.07787254453942817,-0.33029579809013165,0.4046112556708293,-1.6132760465629694,-0.7746879598734463,1.0,0.09711863281959268,0.43389289729009317,0.45724239304476394,0.49613483394093044,0.5430587941603299,1.5436613271916466,-0.9113624523084144,1.0,0.015137783705954649,-12.875543207782936,0.7259952730075709,0.9273298863132051,1.2178064752262685,0.3167849924965987
0.05498675686669604,0.6329719929428901,1.0,-0.2402780864349024,0.6383037490044425,-0.03781250479387986,0.23015491964006018,-0.4778019043752399,0.5759790410596599,-0.05738831912535543,1.0,-0.42010229846440555,-0.19662494323031576,-0.40637910636869995,-0.39463109520426626,-0.16474299098776957,-1.613559553387064,-0.7748681975028315,1.0,0.09700388860126195,0.43375796573983355,0.4570650038009273,0.49591263911301803,0.5428313395058333,1.544524026061644,-0.9108691993782286,1.0,0.01549619962385501,-11.039475487138041,0.7266148183254655,0.9279764702434447,1.2183609349891267,0.31678507615117485
-2.2609410062368767,-0.1089872994039461,1.0,-0.4585855032308944,0.17755737826125936,0.6913246016650029,0.5947240481131898,0.548613848242541,-0.5015220260897527,0.30416005900286935,1.0,0.4893443766039596,0.04867546246757361,-2.02329780873128,0.6218580647587405,0.8285725627496814,-1.6131410210789867,-0.7745528568528007,1.0,0.09718375736588702,0.4339619996182523,0.4572639420076423,0.49616484867451494,0.543172803938921,1.5434373220850248,-0.9132302593015503,1.0,0.014866513818621483,-12.709962487403438,0.7258787211520011,0.9272553254223929,1.2174332090980255,0.3167849943097107
-0.42510798181530884,-0.5845435720633338,1.0,-0.2319107833465474,0.4988411355291654,-0.07195032466208022,-0.16863644751526316,-0.32607557151672445,-0.3019250221367569,-0.07700452789969217,1.0,-0.1778758658620327,-0.9681127337967761,-0.9255544071581217,-1.1452373342199922,0.1540463289621367,-1.6132766756229058,-0.7746015878459801,1.0,0.09706429418686659,0.4338407198741693,0.4571468911199406,0.49602341785302456,0.543005302904412,1.543944362628864,-0.912696960101965,1.0,0.015327559124921813,-14.034184837262499,0.726389893397026,0.9276830441445694,1.2179681938796127,0.3167849795649696
-0.9755470370240933,-0.9802451336159546,1.0,-0.06363322441022068,-0.09355336098975658,-0.2678487971633501,-1.2318508352896245,-0.07043511051960662,0.25277360367767443,-1.4122695650227204,1.0,-0.33546489200250446,-0.2070872541077113,-0.4490666521155479,-0.474044702783087,-0.343852896700649,-1.6134563423676107,-0.774498713934595,1.0,0.09702232545372644,0.4338091953629279,0.45710864544755636,0.4960459860171872,0.5430128204772775,1.54417336056901,-0.9138488225501781,1.0,0.01534704211000654,-14.47186833622746,0.7263999926905046,0.9275687569876668,1.2179203607982068,0.3167849785001832
0.15117457810468657,0.5739730627548273,1.0,0.3678439450153819,0.7590337403631799,-0.054809411102759165,0.20188388454865186,0.1936117043851283,-0.35789723999779705,0.6199994223789382,1.0,-0.1726114848306003,-0.03764449297404069,-0.3621617318731102,0.761441525203818,-0.2940642891278785,-1.6131290234296454,-0.773954082478281,1.0,0.09715309661310065,0.43386330785838934,0.4570674681091268,0.4961589993408033,0.543169662817929,1.5435343271901867,-0.9174694964896962,1.0,0.014759372919825963,-10.106711031989699,0.7266216554119139,0.9271282170961461,1.2175564077621328,0.31678523313829443
