s0-9i,s10-19i,s20-29i,s30-39i,s40-49i,s50-59i,s60-69i,s70-79i,v0-9i,v10-19i,v20-29i,v30-39i,v40-49i,v50-59i,v60-69i,v70-79i,s0-9,s10-19,s20-29,s30-39,s40-49,s50-59,s60-69,s70-79,v0-9,v10-19,v20-29,v30-39,v40-49,v50-59,v60-69,v70-79,Value
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18155573436474895,0.2992635941269334,1.0,1.2756143007947003,1.8103122929205595,2.2368283907261213,2.4576893941357065,2.388707925844055,5.135851300794572,1.617606582457558,1.0,1.2697169568872428,0.10431959851834605,1.0167223640226237,1.37154595954105,3.087124308825584,10802.342726524146
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.1842466816039428,0.3039681686046163,1.0,1.2843382782377728,1.8314097903620452,2.2554081612842776,2.487840518564979,2.4257613442690116,4.907379072888078,1.5396553738552339,1.0,1.245771278750504,0.08421545141218187,0.994436082567828,1.3161903899739709,2.97615254665712,10803.05308921807
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18775563391338856,0.3467432713634737,1.0,1.3147554008608728,1.9071661272258211,2.3323738508253964,2.5704082129713495,2.543801069806838,4.403599976343447,0.9333644753562256,1.0,1.1259556851033627,0.037325267840657025,0.8359863077308352,1.1601769563338369,2.5437047420653593,10824.303480018603
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18116025301360564,0.2915520068185484,1.0,1.266195293967276,1.793121392006727,2.214982243752783,2.4331852246731347,2.362279363155431,5.26441986214895,1.7810601097078052,1.0,1.3198434341985494,0.10834752699713959,1.0744695304805318,1.4275845646087215,3.2197779703484413,10802.893182645399
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18456623692135707,0.296193792503323,1.0,1.2815188185693025,1.8050680106346568,2.2338819099374168,2.466173669584539,2.3937410435596327,4.9479899734965915,1.670010417060039,1.0,1.2437809907964126,0.12029800396702049,1.024202883263383,1.3573647466328005,3.071385370336586,10802.779267096323
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.1795866978430753,0.2871098798124997,1.0,1.2716575392355258,1.7993037601912265,2.2247790268652183,2.44648088091009,2.370256463023214,5.394928129713255,1.8650471056092748,1.0,1.3110193762989217,0.11353137259639184,1.0599550783569374,1.4198755588355163,3.2217901963379543,10804.022464611022
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18260496474463128,0.2858720247705405,1.0,1.2819185818929335,1.819388951569799,2.282435490288079,2.4860867665241795,2.4039882281805802,4.9510073368417835,1.8094527718114168,1.0,1.25365831620852,0.10702126808743542,0.9057189626327036,1.3645867673973924,3.0222055569013166,10806.78919225761
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18105804913062878,0.29023783153050997,1.0,1.2737811777582588,1.7920147395133537,2.2340261624502773,2.4697211997092374,2.370496681101982,5.253854679547054,1.7850890581796284,1.0,1.2767622396407443,0.14149601285334246,1.0325717114025825,1.368898855461104,3.197779164628561,10804.268068402262
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.17848287129784735,0.28776794436167275,1.0,1.2605586151698174,1.7895204979710813,2.224868687765377,2.42625976513933,2.3483858765249055,5.4439922636970035,1.8460138047645906,1.0,1.3455941322608977,0.11328265868630158,1.0450585057087132,1.4593623614781683,3.273280097436111,10803.76593812254
1.2883195142509012,1.588114554531224,1.0,0.30462763723524333,0.6541883317101207,0.8157125816244213,1.3178922997278428,1.1124459528447734,0.3233411190512385,0.6852525239160832,1.0,0.7202609736807242,1.2793035731670517,0.8414943350073083,1.139931281383255,2.1282672450719065,0.18249395946558994,0.2954394253341145,1.0,1.275352209096174,1.8121541895877455,2.232928361457949,2.4566753526291922,2.3900136073445566,5.112115246253714,1.7037639218058285,1.0,1.2882268409627433,0.0907686652053919,1.0414412354918405,1.3791299973484343,3.1112757548695233,10802.57405240097
